Country,Year,Residence Type,Basic service,Limited service,No handwashing facility,Open defecation,Safely managed service,Surface water,Unimproved
Australia,2001,urban,1.6684299999999999,0.0,0.0,0.0,98.16657,0.0,0.165
Australia,2002,rural,99.05667,0.0,0.0,0.0,0.0,0.4,0.54333
Australia,2002,total,35.77817,0.0,0.0,0.0,64.21299,0.06311,0.11677
Australia,2002,urban,1.6684299999999999,0.0,0.0,0.0,98.16657,0.0,0.165
Australia,2003,rural,99.13833000000001,0.0,0.0,0.0,0.0,0.35,0.51167
Australia,2003,total,35.77817,0.0,0.0,0.0,64.21299,0.0548,0.10985
Australia,2003,urban,1.6180299999999999,0.0,0.0,0.0,98.22697,0.0,0.155
Australia,2004,rural,99.22,0.0,0.0,0.0,0.0,0.3,0.48
Australia,2004,total,35.77817,0.0,0.0,0.0,64.21299,0.046610000000000006,0.10295
Australia,2004,urban,1.56762,0.0,0.0,0.0,98.28738,0.0,0.145
Australia,2005,rural,99.30167,0.0,0.0,0.0,0.0,0.25,0.44833
Australia,2005,total,34.89917,0.0,0.0,0.0,65.09198,0.03854,0.09608
Australia,2005,urban,1.5172,0.0,0.0,0.0,98.3478,0.0,0.135
Australia,2006,rural,99.38333,0.0,0.0,0.0,0.0,0.2,0.41667
Australia,2006,total,34.020179999999996,0.0,0.0,0.0,65.97097,0.0306,0.089235
Australia,2006,urban,1.46678,0.0,0.0,0.0,98.40822,0.0,0.125
Australia,2008,rural,99.54666999999999,0.0,0.0,0.0,0.0,0.0,0.45333
Australia,2008,total,32.2622,0.0,0.0,0.0,67.72895,0.0,0.08315
Australia,2008,urban,1.36589,0.0,0.0,0.0,98.52911,0.0,0.105
Australia,2016,rural,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2016,total,25.23027,0.0,0.0,0.0,74.76088,0.0,0.01944
Australia,2016,urban,1.16435,0.0,0.0,0.0,98.80065,0.0,0.035
Australia,2017,rural,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2017,total,24.35128,0.0,0.0,0.0,75.63987,0.0,0.019455
