Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Oceania,total,Sanitation,2011,3.99144,412703.61973,Limited service
sdg,Oceania,rural,Sanitation,2011,2.77503,220994.73698,Limited service
sdg,Oceania,urban,Sanitation,2011,8.06849,191708.87923,Limited service
sdg,Oceania,total,Sanitation,2011,13.40144,1385670.40977,Open defecation
sdg,Oceania,rural,Sanitation,2011,16.66387,1327059.52185,Open defecation
sdg,Oceania,urban,Sanitation,2011,2.46677,58610.8639,Open defecation
sdg,Oceania,total,Sanitation,2011,48.94614,5060890.01692,Unimproved
sdg,Oceania,rural,Sanitation,2011,58.8247,4684619.3133,Unimproved
sdg,Oceania,urban,Sanitation,2011,15.83618,376270.75807,Unimproved
sdg,Oceania,total,Drinking water,2011,53.24876,5505768.44624,At least basic
sdg,Oceania,rural,Drinking water,2011,41.84321,3332264.94351,At least basic
sdg,Oceania,urban,Drinking water,2011,91.47668,2173503.44777,At least basic
sdg,Oceania,total,Drinking water,2011,1.5591,161206.21825,Limited service
sdg,Oceania,rural,Drinking water,2011,1.42498,113480.95582,Limited service
sdg,Oceania,urban,Drinking water,2011,2.00862,47725.26049,Limited service
sdg,Oceania,total,Drinking water,2011,32.70699,3381808.7158,Surface water
sdg,Oceania,rural,Drinking water,2011,41.83592,3331684.25366,Surface water
sdg,Oceania,urban,Drinking water,2011,2.1096,50124.40159,Surface water
sdg,Oceania,total,Drinking water,2011,12.48516,1290929.61971,Unimproved
sdg,Oceania,rural,Drinking water,2011,14.8959,1186263.80778,Unimproved
sdg,Oceania,urban,Drinking water,2011,4.4051,104665.92936,Unimproved
sdg,Oceania,total,Sanitation,2012,33.16619,3494009.78063,At least basic
sdg,Oceania,rural,Sanitation,2012,21.18909,1719570.47841,At least basic
sdg,Oceania,urban,Sanitation,2012,73.33922,1774439.34614,At least basic
sdg,Oceania,total,Sanitation,2012,3.97002,418235.90024,Limited service
sdg,Oceania,rural,Sanitation,2012,2.73104,221633.49926,Limited service
sdg,Oceania,urban,Sanitation,2012,8.12576,196602.4068,Limited service
sdg,Oceania,total,Sanitation,2012,13.47031,1419077.17749,Open defecation
sdg,Oceania,rural,Sanitation,2012,16.79552,1363016.28275,Open defecation
sdg,Oceania,urban,Sanitation,2012,2.31705,56060.93597,Open defecation
sdg,Oceania,total,Sanitation,2012,49.39348,5203531.14163,Unimproved
sdg,Oceania,rural,Sanitation,2012,59.28436,4811137.82702,Unimproved
sdg,Oceania,urban,Sanitation,2012,16.21797,392393.22365,Unimproved
sdg,Oceania,total,Drinking water,2012,53.52049,5638305.71655,At least basic
sdg,Oceania,rural,Drinking water,2012,42.15754,3421235.70643,At least basic
sdg,Oceania,urban,Drinking water,2012,91.63355,2217070.10374,At least basic
sdg,Oceania,total,Drinking water,2012,1.57213,165621.72844,Limited service
sdg,Oceania,rural,Drinking water,2012,1.44806,117515.44484,Limited service
sdg,Oceania,urban,Drinking water,2012,1.98828,48106.28695,Limited service
sdg,Oceania,total,Drinking water,2012,33.5652,3536045.18758,Surface water
sdg,Oceania,rural,Drinking water,2012,42.89361,3480969.69477,Surface water
sdg,Oceania,urban,Drinking water,2012,2.27633,55075.59852,Surface water
sdg,Oceania,total,Drinking water,2012,11.34217,1194881.36742,Unimproved
sdg,Oceania,rural,Drinking water,2012,13.50079,1095637.24139,Unimproved
sdg,Oceania,urban,Drinking water,2012,4.10184,99243.92335,Unimproved
sdg,Oceania,total,Sanitation,2013,32.67377,3506268.96941,At least basic
sdg,Oceania,rural,Sanitation,2013,20.65084,1707336.93223,At least basic
sdg,Oceania,urban,Sanitation,2013,73.02335,1798931.98609,At least basic
sdg,Oceania,total,Sanitation,2013,3.9507,423955.40825,Limited service
sdg,Oceania,rural,Sanitation,2013,2.68708,222157.98351,Limited service
sdg,Oceania,urban,Sanitation,2013,8.19148,201797.41839,Limited service
sdg,Oceania,total,Sanitation,2013,13.53432,1452387.25645,Open defecation
sdg,Oceania,rural,Sanitation,2013,16.92498,1399296.47486,Open defecation
sdg,Oceania,urban,Sanitation,2013,2.15509,53090.75251,Open defecation
sdg,Oceania,total,Sanitation,2013,49.8412,5348530.36587,Unimproved
sdg,Oceania,rural,Sanitation,2013,59.7371,4938848.22431,Unimproved
sdg,Oceania,urban,Sanitation,2013,16.63007,409682.2281,Unimproved
sdg,Oceania,total,Drinking water,2013,53.80662,5774064.40682,At least basic
sdg,Oceania,rural,Drinking water,2013,42.49025,3512941.11886,At least basic
sdg,Oceania,urban,Drinking water,2013,91.7849,2261123.19579,At least basic
sdg,Oceania,total,Drinking water,2013,1.58521,170111.57119,Limited service
sdg,Oceania,rural,Drinking water,2013,1.47063,121586.22732,Limited service
sdg,Oceania,urban,Drinking water,2013,1.96977,48525.34094,Limited service
sdg,Oceania,total,Drinking water,2013,34.41823,3693468.94317,Surface water
sdg,Oceania,rural,Drinking water,2013,43.94509,3633221.48433,Surface water
sdg,Oceania,urban,Drinking water,2013,2.4456,60247.384,Surface water
sdg,Oceania,total,Drinking water,2013,10.18994,1093497.07882,Unimproved
sdg,Oceania,rural,Drinking water,2013,12.09403,999890.78439,Unimproved
sdg,Oceania,urban,Drinking water,2013,3.79973,93606.46435,Unimproved
sdg,Oceania,total,Sanitation,2014,32.18595,3517609.05625,At least basic
sdg,Oceania,rural,Sanitation,2014,20.11213,1693408.49574,At least basic
sdg,Oceania,urban,Sanitation,2014,72.70097,1824200.55796,At least basic
sdg,Oceania,total,Sanitation,2014,3.9327,429805.53335,Limited service
sdg,Oceania,rural,Sanitation,2014,2.64343,222572.65818,Limited service
sdg,Oceania,urban,Sanitation,2014,8.25898,207232.87459,Limited service
sdg,Oceania,total,Sanitation,2014,13.59736,1486058.25541,Open defecation
sdg,Oceania,rural,Sanitation,2014,17.05445,1435956.84003,Open defecation
sdg,Oceania,urban,Sanitation,2014,1.99672,50101.40207,Open defecation
sdg,Oceania,total,Sanitation,2014,50.28399,5495548.15499,Unimproved
sdg,Oceania,rural,Sanitation,2014,60.18999,5067899.61832,Unimproved
sdg,Oceania,urban,Sanitation,2014,17.04334,427648.5531,Unimproved
sdg,Oceania,total,Drinking water,2014,54.10693,5913357.34828,At least basic
sdg,Oceania,rural,Drinking water,2014,42.8336,3606519.57709,At least basic
sdg,Oceania,urban,Drinking water,2014,91.9358,2306837.75401,At least basic
sdg,Oceania,total,Drinking water,2014,1.59824,174672.49179,Limited service
sdg,Oceania,rural,Drinking water,2014,1.49279,125690.52027,Limited service
sdg,Oceania,urban,Drinking water,2014,1.95211,48981.97069,Limited service
sdg,Oceania,total,Drinking water,2014,35.26584,3854211.12159,Surface water
sdg,Oceania,rural,Drinking water,2014,44.99554,3788551.19583,Surface water
sdg,Oceania,urban,Drinking water,2014,2.61678,65659.89017,Surface water
sdg,Oceania,total,Drinking water,2014,9.02899,986780.03833,Unimproved
sdg,Oceania,rural,Drinking water,2014,10.67807,899076.31909,Unimproved
sdg,Oceania,urban,Drinking water,2014,3.49531,87703.77285,Unimproved
sdg,Oceania,total,Sanitation,2015,31.70346,3528243.48302,At least basic
sdg,Oceania,rural,Sanitation,2015,19.56838,1677413.07532,At least basic
sdg,Oceania,urban,Sanitation,2015,72.38758,1850830.43105,At least basic
sdg,Oceania,total,Sanitation,2015,3.9153,435729.81158,Limited service
sdg,Oceania,rural,Sanitation,2015,2.60009,222881.21773,Limited service
sdg,Oceania,urban,Sanitation,2015,8.32469,212848.59713,Limited service
sdg,Oceania,total,Sanitation,2015,13.65205,1519322.21361,Open defecation
sdg,Oceania,rural,Sanitation,2015,17.18328,1472960.91378,Open defecation
sdg,Oceania,urban,Sanitation,2015,1.81323,46361.32827,Open defecation
sdg,Oceania,total,Sanitation,2015,50.72919,5645596.49178,Unimproved
sdg,Oceania,rural,Sanitation,2015,60.64825,5198802.70489,Unimproved
sdg,Oceania,urban,Sanitation,2015,17.47449,446793.73183,Unimproved
sdg,Oceania,total,Drinking water,2015,54.41835,6056159.25563,At least basic
sdg,Oceania,rural,Drinking water,2015,43.18543,3701880.30852,At least basic
sdg,Oceania,urban,Drinking water,2015,92.0779,2354279.00734,At least basic
sdg,Oceania,total,Drinking water,2015,1.61194,179391.33959,Limited service
sdg,Oceania,rural,Drinking water,2015,1.51454,129827.47304,Limited service
sdg,Oceania,urban,Drinking water,2015,1.93849,49563.86883,Limited service
sdg,Oceania,total,Drinking water,2015,36.10536,4018126.20574,Surface water
sdg,Oceania,rural,Drinking water,2015,46.0452,3947021.54265,Surface water
sdg,Oceania,urban,Drinking water,2015,2.78097,71104.73957,Surface water
sdg,Oceania,total,Drinking water,2015,7.86435,875215.19904,Unimproved
sdg,Oceania,rural,Drinking water,2015,9.25482,793328.58751,Unimproved
sdg,Oceania,urban,Drinking water,2015,3.20265,81886.47254,Unimproved
sdg,Oceania,total,Sanitation,2017,30.30281,3495248.92588,At least basic
sdg,Oceania,rural,Sanitation,2017,18.28266,1622812.05101,At least basic
sdg,Oceania,urban,Sanitation,2017,70.44075,1872436.90721,At least basic
sdg,Oceania,total,Sanitation,2017,3.93381,453741.90903,Limited service
sdg,Oceania,rural,Sanitation,2017,2.51335,223090.85333,Limited service
sdg,Oceania,urban,Sanitation,2017,8.67705,230651.05997,Limited service
sdg,Oceania,total,Sanitation,2017,13.93867,1607743.39294,Open defecation
sdg,Oceania,rural,Sanitation,2017,17.48692,1552179.99634,Open defecation
sdg,Oceania,urban,Sanitation,2017,2.09029,55563.41629,Open defecation
sdg,Oceania,total,Sanitation,2017,51.82471,5977672.77216,Unimproved
sdg,Oceania,rural,Sanitation,2017,61.71706,5478151.04883,Unimproved
sdg,Oceania,urban,Sanitation,2017,18.79192,499521.66702,Unimproved
sdg,Oceania,total,Drinking water,2017,55.06519,6351442.97949,At least basic
sdg,Oceania,rural,Drinking water,2017,43.90839,3897410.99111,At least basic
sdg,Oceania,urban,Drinking water,2017,92.32025,2454032.05281,At least basic
sdg,Oceania,total,Drinking water,2017,1.64367,189587.25154,Limited service
sdg,Oceania,rural,Drinking water,2017,1.56278,138716.11545,Limited service
sdg,Oceania,urban,Drinking water,2017,1.91376,50871.13815,Limited service
sdg,Oceania,total,Drinking water,2017,37.76772,4356282.76651,Surface water
sdg,Oceania,rural,Drinking water,2017,48.14072,4273082.82711,Surface water
sdg,Oceania,urban,Drinking water,2017,3.12997,83199.99318,Surface water
sdg,Oceania,total,Drinking water,2017,5.52342,637094.00246,Unimproved
sdg,Oceania,rural,Drinking water,2017,6.38811,567024.01584,Unimproved
sdg,Oceania,urban,Drinking water,2017,2.63602,70069.86635,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2000,8.18178,52773078.39431,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2000,2.93973,13004377.18728,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2000,19.62521,39768700.75642,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2000,15.0989,97388976.86773,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2000,8.55023,37823317.88599,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2000,29.39468,59565658.21412,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2000,32.48551,209533874.91406,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2000,42.94713,189983583.21543,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2000,9.64775,19550290.54898,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2000,14.84908,95777653.67233,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2000,13.76111,60874486.95134,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2000,17.22414,34903166.07577,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2000,29.38472,189533549.65157,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2000,31.8018,140680425.17474,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2000,24.10822,48853127.48973,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2000,27.97833,180462241.4404,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,24.24274,107241669.26503,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,36.13316,73220570.92527,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2000,8.9132,57490803.2327,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,8.76724,38783287.21265,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,9.23185,18707515.64307,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2000,17.74063,114428327.06121,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,6.4948,28730821.22511,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,42.29032,85697504.86216,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2000,19.08855,123122490.22624,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2000,26.13446,115610009.08368,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2000,3.70729,7512480.48575,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2000,26.27929,169503271.53879,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2000,34.36076,152000403.62831,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2000,8.63738,17502871.16898,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2001,8.30128,54980352.12591,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2001,2.9617,13367037.64334,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2001,19.72366,41613315.3146,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2001,15.30034,101336001.61257,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2001,8.59501,38791879.06777,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2001,29.64433,62544123.76319,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2001,31.75719,210331697.23804,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2001,42.20323,190475965.72946,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2001,9.41111,19855731.59703,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2001,15.13147,100217522.63318,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2001,13.969,63046322.33919,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2001,17.61821,37171200.95134,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2001,29.50973,195446517.39029,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2001,32.27107,145649143.22813,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2001,23.60269,49797371.3655,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2001,28.54293,189043274.39097,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,24.98248,112753533.48261,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,36.1594,76289742.28493,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2001,9.21175,61010543.31904,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,9.14687,41282603.09184,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,9.35054,19727940.56293,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2001,18.02224,119363507.14896,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,6.63274,29935575.11165,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,42.38657,89427933.82246,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2001,18.61128,123264758.71539,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2001,25.59492,115517638.81311,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2001,3.67194,7747119.86766,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2001,25.61179,169630007.42631,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2001,33.64298,151840997.50867,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2001,8.43154,17789006.45369,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2002,8.40154,57138076.82092,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2002,2.98556,13744408.19874,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2002,19.74891,43393668.80418,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2002,15.45734,105123914.72079,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2002,8.59719,39578314.32303,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2002,29.83049,65545600.67094,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2002,31.01314,210917418.89509,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2002,41.42368,190699524.76014,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2002,9.20137,20217894.20448,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2002,15.45254,105091217.43705,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2002,14.23058,65512381.00852,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2002,18.01274,39578836.59015,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2002,29.67544,201819804.12547,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2002,32.763,150828905.75085,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2002,23.20649,50990897.68874,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2002,29.06626,197676837.95534,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,25.65671,118114159.75848,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,36.2098,79562678.52253,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2002,9.48286,64492015.48564,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,9.56264,44022885.91952,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,9.31571,20469129.64869,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2002,18.39422,125097314.64003,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,6.81077,31354279.55642,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,42.66343,93743035.47638,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2002,17.94067,122012775.84253,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2002,24.80004,114170325.90206,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2002,3.56918,7842449.96412,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2002,25.116,170811488.07646,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2002,33.16985,152701882.90435,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2002,8.24187,18109604.34699,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2003,8.60728,60113654.94129,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2003,3.04759,14310437.7592,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2003,20.01549,45803217.64585,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2003,15.61863,109081264.64562,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2003,8.60623,40411907.75681,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2003,30.00774,68669357.53644,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2003,30.26445,211368362.92958,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2003,40.63168,190792538.32141,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2003,8.9914,20575824.35045,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2003,15.66514,109406057.10438,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2003,14.45419,67871956.44171,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2003,18.14994,41534100.94494,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2003,29.8445,208435388.37983,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2003,33.26031,156179074.11307,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2003,22.83542,52256313.13061,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2003,29.58224,206603774.44163,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,26.32688,123622052.18357,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,36.26208,82981722.85185,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2003,9.75412,68123231.41706,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,9.98824,46901390.6555,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,9.27371,21221840.87447,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2003,18.76632,131064880.49475,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,6.99463,32844380.22216,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,42.92126,98220501.26238,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2003,17.26589,120585821.76789,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2003,24.00341,112711838.19228,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2003,3.44084,7873983.37642,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2003,24.63142,172027019.87867,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2003,32.68684,153486253.13775,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2003,8.10211,18540765.24316,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2004,8.80975,63195082.17044,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2004,3.10829,14887976.92645,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2004,20.26697,48307105.13861,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2004,15.79928,113333131.39717,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2004,8.62701,41321395.02726,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2004,30.21211,72011736.20791,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2004,29.51141,211694439.15391,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2004,39.82905,190771970.68841,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2004,8.7779,20922468.36963,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2004,15.86692,113818276.57424,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2004,14.66886,70260474.89267,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2004,18.27442,43557801.57127,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2004,30.01264,215289896.70424,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2004,33.76678,161735107.3054,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2004,22.4686,53554789.87263,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2004,30.05522,215595344.7277,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,26.9897,129274458.60711,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,36.21543,86320885.90425,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2004,10.01705,71855420.92197,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,10.41494,49885176.9987,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,9.21749,21970243.8637,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2004,19.19169,137667883.16036,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,7.19774,34475533.4539,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,43.29375,103192349.48069,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2004,16.59476,119039348.5452,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2004,23.20583,111150574.42663,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2004,3.30969,7888774.07242,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2004,24.14128,173172828.64477,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2004,32.19178,154191181.35385,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2004,7.96364,18981647.83875,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2005,9.02059,66475012.48402,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2005,3.17076,15491477.91185,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2005,20.52876,50983534.60887,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2005,15.97216,117702915.10607,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2005,8.64042,42214825.51914,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2005,30.39563,75488089.74731,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2005,28.75165,211878233.96213,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2005,39.01375,190610934.50534,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2005,8.56338,21267300.48368,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2005,16.0783,118485058.50681,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2005,14.89404,72768371.7732,Safely managed service
sdg,Sub-Saharan Africa,urban,Sanitation,2005,18.40804,45716687.09,Safely managed service
sdg,Sub-Saharan Africa,total,Sanitation,2005,30.17731,222384248.24022,Unimproved
sdg,Sub-Saharan Africa,rural,Sanitation,2005,34.28103,167488064.0194,Unimproved
sdg,Sub-Saharan Africa,urban,Sanitation,2005,22.1042,54896182.59194,Unimproved
sdg,Sub-Saharan Africa,total,Drinking water,2005,30.50559,224803482.3279,Basic service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,27.63546,135019595.47468,Basic service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,36.1519,89783887.50937,Basic service
sdg,Sub-Saharan Africa,total,Drinking water,2005,10.28034,75758429.46222,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,10.85368,53028243.85899,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,9.15241,22730185.87234,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2005,19.64151,144743310.05659,Safely managed service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,7.41665,36235778.78946,Safely managed service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,43.69106,108507531.36277,Safely managed service
sdg,Sub-Saharan Africa,total,Drinking water,2005,15.92547,117358818.82285,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2005,22.40516,109465714.182,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2005,3.1782,7893105.2343,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2005,23.64709,174261427.63044,Unimproved
sdg,Sub-Saharan Africa,rural,Drinking water,2005,31.68905,154824341.42331,Unimproved
sdg,Sub-Saharan Africa,urban,Drinking water,2005,7.82643,19437084.54253,Unimproved
sdg,Sub-Saharan Africa,total,Sanitation,2006,9.23245,69909267.53713,Basic service
sdg,Sub-Saharan Africa,rural,Sanitation,2006,3.23291,16115643.40258,Basic service
sdg,Sub-Saharan Africa,urban,Sanitation,2006,20.7917,53793624.59596,Basic service
sdg,Sub-Saharan Africa,total,Sanitation,2006,16.13132,122148395.95055,Limited service
sdg,Sub-Saharan Africa,rural,Sanitation,2006,8.64176,43078008.609,Limited service
sdg,Sub-Saharan Africa,urban,Sanitation,2006,30.56139,79070388.10862,Limited service
sdg,Sub-Saharan Africa,total,Sanitation,2006,27.99292,211965990.5499,Open defecation
sdg,Sub-Saharan Africa,rural,Sanitation,2006,38.19102,190377077.23311,Open defecation
sdg,Sub-Saharan Africa,urban,Sanitation,2006,8.3443,21588914.35215,Open defecation
sdg,Sub-Saharan Africa,total,Sanitation,2006,16.30415,123457132.78118,Safely managed service
sdg,Sub-Saharan Africa,rural,Sanitation,2006,15.13298,75435873.03051,Safely managed service
