,Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
3347,sdg,Sub-Saharan Africa,total,Sanitation,2005,28.75165,211878233.96213,Open defecation
3350,sdg,Sub-Saharan Africa,total,Sanitation,2005,16.0783,118485058.50681001,Safely managed service
3353,sdg,Sub-Saharan Africa,total,Sanitation,2005,30.17731,222384248.24022,Unimproved
3371,sdg,Sub-Saharan Africa,total,Sanitation,2006,9.23245,69909267.53713,Basic service
3374,sdg,Sub-Saharan Africa,total,Sanitation,2006,16.131320000000002,122148395.95055,Limited service
3377,sdg,Sub-Saharan Africa,total,Sanitation,2006,27.99292,211965990.5499,Open defecation
3380,sdg,Sub-Saharan Africa,total,Sanitation,2006,16.30415,123457132.78118001,Safely managed service
3383,sdg,Sub-Saharan Africa,total,Sanitation,2006,30.339170000000003,229732091.58124,Unimproved
3401,sdg,Sub-Saharan Africa,total,Sanitation,2007,9.43745,73441248.6634,Basic service
3404,sdg,Sub-Saharan Africa,total,Sanitation,2007,16.28289,126711763.88415,Limited service
3407,sdg,Sub-Saharan Africa,total,Sanitation,2007,27.262490000000003,212153869.72288,Open defecation
3410,sdg,Sub-Saharan Africa,total,Sanitation,2007,16.52257,128576901.99506001,Safely managed service
3413,sdg,Sub-Saharan Africa,total,Sanitation,2007,30.4946,237305788.73374,Unimproved
3431,sdg,Sub-Saharan Africa,total,Sanitation,2008,9.66997,77345090.93179001,Basic service
3434,sdg,Sub-Saharan Africa,total,Sanitation,2008,16.448729999999998,131564910.76353998,Limited service
3437,sdg,Sub-Saharan Africa,total,Sanitation,2008,26.477829999999997,211782562.1076,Open defecation
3440,sdg,Sub-Saharan Africa,total,Sanitation,2008,16.761770000000002,134068824.97835,Safely managed service
3443,sdg,Sub-Saharan Africa,total,Sanitation,2008,30.641709999999996,245087282.71871,Unimproved
3461,sdg,Sub-Saharan Africa,total,Sanitation,2009,9.92335,81586872.11775,Basic service
3464,sdg,Sub-Saharan Africa,total,Sanitation,2009,16.62424,136679621.2994,Limited service
3467,sdg,Sub-Saharan Africa,total,Sanitation,2009,25.70209,211315023.55398998,Open defecation
3470,sdg,Sub-Saharan Africa,total,Sanitation,2009,16.96998,139522153.14075,Safely managed service
3473,sdg,Sub-Saharan Africa,total,Sanitation,2009,30.78033,253066754.88811,Unimproved
3491,sdg,Sub-Saharan Africa,total,Sanitation,2010,10.18027,86037125.50833,Basic service
3494,sdg,Sub-Saharan Africa,total,Sanitation,2010,16.80163,141996614.51428,Limited service
3497,sdg,Sub-Saharan Africa,total,Sanitation,2010,24.92901,210684058.7417,Open defecation
3500,sdg,Sub-Saharan Africa,total,Sanitation,2010,17.18347,145223684.90341002,Safely managed service
3503,sdg,Sub-Saharan Africa,total,Sanitation,2010,30.90563,261194673.33227998,Unimproved
3530,sdg,Sub-Saharan Africa,total,Sanitation,2011,10.41413,90472576.49302,Basic service
3533,sdg,Sub-Saharan Africa,total,Sanitation,2011,16.93069,147085037.16946,Limited service
3536,sdg,Sub-Saharan Africa,total,Sanitation,2011,24.69163,214508038.18271002,Open defecation
3539,sdg,Sub-Saharan Africa,total,Sanitation,2011,17.270129999999998,150033923.11778,Safely managed service
3542,sdg,Sub-Saharan Africa,total,Sanitation,2011,30.693409999999997,266648364.1379,Unimproved
3569,sdg,Sub-Saharan Africa,total,Sanitation,2012,10.702110000000001,95569962.70942,Basic service
3572,sdg,Sub-Saharan Africa,total,Sanitation,2012,17.107789999999998,152772827.57846,Limited service
3575,sdg,Sub-Saharan Africa,total,Sanitation,2012,23.93816,213768095.32356998,Open defecation
3578,sdg,Sub-Saharan Africa,total,Sanitation,2012,17.46509,155963534.25242,Safely managed service
3581,sdg,Sub-Saharan Africa,total,Sanitation,2012,30.78685,274927052.13614,Unimproved
3608,sdg,Sub-Saharan Africa,total,Sanitation,2013,10.9971,100938217.78116,Basic service
3611,sdg,Sub-Saharan Africa,total,Sanitation,2013,17.28305,158634572.25994,Limited service
3614,sdg,Sub-Saharan Africa,total,Sanitation,2013,23.1908,212859609.4826,Open defecation
3617,sdg,Sub-Saharan Africa,total,Sanitation,2013,17.65571,162055102.81261998,Safely managed service
3620,sdg,Sub-Saharan Africa,total,Sanitation,2013,30.87333,283374616.6944,Unimproved
3647,sdg,Sub-Saharan Africa,total,Sanitation,2014,11.298060000000001,106572885.78608,Basic service
3650,sdg,Sub-Saharan Africa,total,Sanitation,2014,17.45986,164696231.22658998,Limited service
3653,sdg,Sub-Saharan Africa,total,Sanitation,2014,22.44661,211735461.07477,Open defecation
3656,sdg,Sub-Saharan Africa,total,Sanitation,2014,17.8451,168330164.00074,Safely managed service
3659,sdg,Sub-Saharan Africa,total,Sanitation,2014,30.95037,291950153.91276,Unimproved
3686,sdg,Sub-Saharan Africa,total,Sanitation,2015,11.60346,112464676.10761002,Basic service
3689,sdg,Sub-Saharan Africa,total,Sanitation,2015,17.64066,170979362.61786002,Limited service
3692,sdg,Sub-Saharan Africa,total,Sanitation,2015,21.70552,210377363.10068998,Open defecation
3695,sdg,Sub-Saharan Africa,total,Sanitation,2015,18.03221,174774375.27609,Safely managed service
3698,sdg,Sub-Saharan Africa,total,Sanitation,2015,31.018140000000002,300638468.69775,Unimproved
3725,sdg,Sub-Saharan Africa,total,Sanitation,2017,12.256039999999999,125338187.33043998,Basic service
3728,sdg,Sub-Saharan Africa,total,Sanitation,2017,18.07827,184880082.58795,Limited service
3731,sdg,Sub-Saharan Africa,total,Sanitation,2017,19.97072,204233463.34032,Open defecation
3734,sdg,Sub-Saharan Africa,total,Sanitation,2017,18.445320000000002,188633706.01645,Safely managed service
3737,sdg,Sub-Saharan Africa,total,Sanitation,2017,31.24965,319579017.72362995,Unimproved
